timestamp_ms,can_id,temp_c,volt_v,curr_a,fault_flags
116200,0x100,66.00,3.388,-6.235,0x1
116300,0x100,66.00,3.388,-6.139,0x1
116400,0x100,65.92,3.389,-5.268,0x1
116500,0x100,65.84,3.389,-5.573,0x1
116600,0x100,65.60,3.391,-6.034,0x1
116700,0x100,65.36,3.393,-5.124,0x1
116800,0x100,65.03,3.393,-5.481,0x1
116900,0x100,64.63,3.394,-5.298,0x1
117000,0x100,64.23,3.396,-6.047,0x1
117100,0x100,63.66,3.398,-6.204,0x1
117200,0x100,63.10,3.399,-5.498,0x1
117300,0x100,62.53,3.399,-6.269,0x1
117400,0x100,61.81,3.401,-6.026,0x1
117500,0x100,61.08,3.402,-5.420,0x1
117600,0x100,60.28,3.404,-5.119,0x1
117700,0x100,59.47,3.406,-5.616,0x0
117800,0x100,58.59,3.409,-6.043,0x0
117900,0x100,57.62,3.410,-6.095,0x0
